
episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance

episode,successRate,timeRemaining,agentSuccessCount,observableDistance
274,T,4020,4,8
279,T,3299,4,8
280,T,4671,0,8
251,T,1450,6,8
252,T,4796,0,8
281,T,4575,0,8
253,T,4744,0,8
254,T,4914,0,8
282,T,4172,2,8
261,T,1551,4,8
255,T,4116,2,8
262,T,4926,0,8
256,T,4897,0,8
263,T,4922,0,8
257,T,4912,0,8
275,T,1829,10,8
266,T,4516,2,8
276,T,4470,0,8
258,T,3096,4,8
264,T,2762,2,8
265,T,4706,0,8
266,T,4467,0,8
267,T,4208,2,8
267,T,1522,10,8
280,T,2678,6,8
281,T,4912,0,8
268,T,2862,8,8
269,T,4108,2,8
284,T,1017,14,8
285,T,4519,0,8
260,T,2539,4,8
286,T,4170,2,8
269,T,3514,4,8
261,T,4025,0,8
269,T,3673,4,8
278,T,434,12,8
283,T,4157,2,8
279,T,4201,0,8
270,T,3591,2,8
280,T,4702,0,8
281,T,4953,0,8
262,T,3091,2,8
282,T,4513,2,8
283,T,4885,0,8
271,T,4209,4,8
271,T,3821,2,8
263,T,4212,0,8
272,T,4691,2,8
273,T,4943,0,8
272,T,4427,0,8
264,T,4567,0,8
265,T,4697,0,8
287,T,236,10,8
288,T,4948,0,8
284,T,1366,12,8
289,T,4829,0,8
270,T,517,12,8
274,T,3084,2,8
284,T,1998,8,8
285,T,4954,0,8
290,T,3983,2,8
271,T,1673,6,8
285,T,3194,4,8
286,T,4788,0,8
275,T,3084,2,8
266,T,1378,6,8
276,T,4588,0,8
277,T,4221,0,8
278,T,4947,0,8
279,T,4069,2,8
280,T,3952,2,8
267,T,1863,6,8
272,T,4380,2,8
281,T,4464,2,8
268,T,3984,2,8
282,T,3994,2,8
269,T,4619,0,8
283,T,4591,0,8
284,T,4977,0,8
273,T,4056,4,8
273,T,3310,4,8
274,T,4870,0,8
270,T,4312,0,8
271,T,4741,0,8
272,T,4810,0,8
273,T,4258,0,8
274,T,4569,0,8
292,T,1452,10,8
275,T,4903,0,8
288,T,1542,8,8
275,T,1603,8,8
276,T,4952,0,8
289,T,4146,0,8
290,T,4293,0,8
291,T,4717,0,8
292,T,4747,0,8
293,T,4962,0,8
276,T,1881,6,8
294,T,4655,0,8
295,T,4902,0,8
288,T,2882,4,8
277,T,4637,0,8
289,T,4937,0,8
277,T,2682,6,8
275,T,3959,2,8
296,T,4258,0,8
276,T,4571,2,8
278,T,3895,0,8
277,T,4722,0,8
297,T,4538,0,8
279,T,4945,0,8
293,T,237,10,8
294,T,4984,0,8
295,T,4927,0,8
280,T,4833,0,8
278,T,4758,0,8
298,T,4597,0,8
279,T,4800,0,8
299,T,4560,0,8
278,T,3374,2,8
300,T,4095,0,8
279,T,3940,2,8
281,T,3025,6,8
301,T,4480,0,8
302,T,4714,0,8
282,T,4033,2,8
283,T,4935,0,8
296,T,1600,10,8
297,T,4934,0,8
303,T,3880,2,8
280,T,1566,4,8
281,T,4945,0,8
298,T,4608,0,8
304,T,4494,0,8
282,T,4629,0,8
305,T,4862,0,8
299,T,4679,0,8
300,T,4974,0,8
277,T,4737,0,8
283,T,4502,0,8
278,T,4155,0,8
279,T,4795,0,8
280,T,821,10,8
281,T,4901,0,8
282,T,4993,0,8
287,T,1635,10,8
288,T,4572,0,8
283,T,3992,2,8
280,T,3266,2,8
291,T,1081,10,8
266,T,751,8,8
284,T,4471,0,8
281,T,4428,0,8
301,T,1302,8,8
282,T,4821,0,8
289,T,3585,2,8
285,T,4288,2,8
306,T,465,10,8
292,T,3404,2,8
290,T,4032,0,8
286,T,4080,0,8
284,T,131,10,8
285,T,4870,0,8
286,T,4902,0,8
287,T,4624,0,8
293,T,3951,2,8
291,T,3667,4,8
288,T,3752,2,8
307,T,2427,4,8
308,T,4959,0,8
309,T,4879,0,8
289,T,4464,0,8
290,T,4833,0,8
291,T,4913,0,8
292,T,4944,0,8
294,T,3295,2,8
310,T,4398,0,8
285,T,1004,12,8
283,T,962,6,8
286,T,4862,0,8
292,T,3458,2,8
293,T,4938,0,8
294,T,4839,0,8
295,T,4737,0,8
284,T,4331,0,8
287,T,4317,0,8
288,T,4885,0,8
296,T,4511,0,8
297,T,4919,0,8
295,T,3651,2,8
293,T,3411,0,8
296,T,4889,0,8
294,T,4705,0,8
295,T,4480,0,8
297,T,4163,2,8
298,T,3695,2,8
298,T,4158,0,8
299,T,4832,0,8
288,T,4408,0,8
268,T,2194,2,8
296,T,3632,0,8
289,T,2358,4,8
290,T,4823,0,8
299,T,3676,2,8
300,T,4264,0,8
311,T,762,8,8
291,T,4171,0,8
312,T,4596,0,8
301,T,4341,0,8
313,T,4911,0,8
300,T,4059,2,8
314,T,4746,0,8
285,T,685,6,8
302,T,4384,0,8
303,T,4950,0,8
304,T,4892,0,8
305,T,4917,0,8
292,T,3936,0,8
315,T,4003,2,8
316,T,4934,0,8
317,T,4904,0,8
293,T,4457,0,8
304,T,4342,2,8
318,T,4454,0,8
305,T,4776,0,8
319,T,4525,0,8
289,T,1057,6,8
306,T,2688,6,8
301,T,1914,6,8
290,T,4222,0,8
307,T,4629,0,8
286,T,1846,2,8
291,T,4456,0,8
308,T,4295,2,8
309,T,4586,0,8
292,T,4132,0,8
293,T,4893,0,8
320,T,2576,8,8
294,T,4743,0,8
295,T,4987,0,8
298,T,3763,2,8
321,T,4677,0,8
287,T,2906,4,8
322,T,4311,0,8
323,T,4887,0,8
302,T,2100,6,8
288,T,4543,0,8
289,T,4977,0,8
296,T,3695,4,8
324,T,4372,0,8
297,T,4638,0,8
290,T,4263,0,8
291,T,4934,0,8
325,T,4477,0,8
292,T,4618,0,8
295,T,3923,2,8
270,T,1101,0,8
326,T,4496,0,8
271,T,4929,0,8
298,T,4013,0,8
327,T,4887,0,8
299,T,2227,6,8
310,T,1717,8,8
328,T,4856,0,8
300,T,4769,0,8
301,T,4903,0,8
293,T,3942,0,8
311,T,4404,2,8
299,T,4248,0,8
272,T,4205,0,8
300,T,4850,0,8
302,T,4497,0,8
301,T,4826,0,8
302,T,4952,0,8
307,T,3064,8,8
329,T,3890,4,8
294,T,4291,2,8
312,T,4434,0,8
295,T,4840,0,8
273,T,4285,0,8
308,T,4721,0,8
309,T,4972,0,8
310,T,4704,0,8
311,T,4991,0,8
330,T,4363,0,8
303,T,3942,2,8
303,T,1235,10,8
331,T,4704,0,8
332,T,4948,0,8
303,T,3776,0,8
274,T,4102,2,8
312,T,4475,0,8
313,T,4779,0,8
275,T,4646,0,8
276,T,4947,0,8
333,T,4140,2,8
313,T,3177,6,8
304,T,4091,0,8
334,T,4859,0,8
314,T,4499,0,8
305,T,4508,0,8
306,T,4958,0,8
335,T,4288,2,8
336,T,4985,0,8
304,T,3032,4,8
337,T,4794,0,8
338,T,4919,0,8
277,T,3374,2,8
315,T,4118,0,8
307,T,4243,0,8
316,T,4779,0,8
308,T,4653,0,8
317,T,4785,0,8
318,T,4727,0,8
309,T,4478,0,8
319,T,4774,0,8
314,T,2083,8,8
315,T,4932,0,8
305,T,3305,4,8
306,T,4863,0,8
320,T,4348,0,8
307,T,4653,0,8
321,T,4715,0,8
308,T,4798,0,8
309,T,4965,0,8
310,T,4932,0,8
310,T,3869,0,8
322,T,4728,0,8
311,T,4420,0,8
278,T,1704,4,8
316,T,2618,8,8
317,T,4948,0,8
312,T,4079,2,8
313,T,4647,0,8
318,T,4570,0,8
314,T,4649,0,8
340,T,4977,0,8
315,T,4310,0,8
323,T,1842,10,8
319,T,3621,2,8
316,T,4368,0,8
320,T,4112,0,8
321,T,4676,0,8
298,T,3745,6,8
322,T,4925,0,8
305,T,791,12,8
341,T,2949,4,8
317,T,3687,2,8
342,T,4854,0,8
312,T,4994,0,8
318,T,4833,0,8
298,T,4694,0,8
343,T,4648,0,8
306,T,4343,2,8
344,T,4891,0,8
323,T,4098,2,8
299,T,4723,0,8
324,T,4965,0,8
319,T,4149,0,8
320,T,4700,0,8
321,T,4746,0,8
300,T,4042,2,8
307,T,3870,2,8
301,T,4890,0,8
322,T,4636,0,8
345,T,3450,2,8
346,T,4943,0,8
323,T,4512,0,8
347,T,4588,0,8
313,T,2081,6,8
314,T,4956,0,8
315,T,4948,0,8
308,T,3225,2,8
324,T,3829,2,8
325,T,1483,8,8
302,T,2347,6,8
303,T,4849,0,8
304,T,4682,0,8
348,T,2639,6,8
316,T,3165,4,8
325,T,3411,2,8
317,T,4963,0,8
309,T,3312,0,8
280,T,1068,8,8
305,T,4608,0,8
326,T,4754,0,8
310,T,4793,0,8
349,T,4571,0,8
326,T,3794,4,8
318,T,4330,0,8
350,T,4485,0,8
351,T,4968,0,8
281,T,4204,2,8
306,T,4196,0,8
300,T,3591,6,8
282,T,4675,0,8
283,T,4616,0,8
327,T,3646,2,8
311,T,3355,4,8
328,T,4641,0,8
312,T,4669,0,8
329,T,4773,0,8
313,T,4846,0,8
314,T,4987,0,8
315,T,4913,0,8
316,T,4934,0,8
284,T,4138,0,8
317,T,4764,0,8
285,T,4707,0,8
318,T,4822,0,8
319,T,4981,0,8
301,T,2536,4,8
302,T,4420,0,8
320,T,3842,0,8
319,T,1347,6,8
303,T,4582,0,8
321,T,4602,0,8
322,T,4901,0,8
286,T,2995,2,8
320,T,4366,0,8
304,T,4522,0,8
305,T,4863,0,8
328,T,4927,0,8
306,T,4555,0,8
329,T,4705,0,8
307,T,4978,0,8
323,T,3869,2,8
326,T,2669,6,8
324,T,4800,0,8
330,T,4603,0,8
331,T,4992,0,8
308,T,4400,0,8
332,T,4736,0,8
327,T,4597,0,8
309,T,4753,0,8
328,T,4587,0,8
329,T,4864,0,8
310,T,4540,0,8
333,T,4287,0,8
334,T,4913,0,8
325,T,3625,4,8
311,T,4462,2,8
312,T,4761,0,8
326,T,4539,0,8
287,T,1908,4,8
288,T,4974,0,8
331,T,4263,2,8
327,T,4757,0,8
289,T,4909,0,8
335,T,3974,2,8
332,T,4917,0,8
333,T,4865,0,8
334,T,4920,0,8
290,T,4677,0,8
308,T,2212,8,8
309,T,4841,0,8
291,T,4404,0,8
328,T,3993,0,8
310,T,4882,0,8
292,T,4887,0,8
330,T,2710,4,8
331,T,4956,0,8
329,T,4595,0,8
321,T,435,10,8
313,T,3035,4,8
330,T,4711,0,8
314,T,4837,0,8
293,T,3660,2,8
315,T,4302,0,8
331,T,4092,0,8
316,T,4787,0,8
336,T,2262,6,8
332,T,4701,0,8
294,T,4399,2,8
311,T,2829,2,8
322,T,3088,6,8
332,T,2471,8,8
354,T,4135,4,8
317,T,3914,2,8
337,T,3825,2,8
338,T,4955,0,8
335,T,1229,12,8
333,T,4466,0,8
312,T,3997,0,8
323,T,4181,2,8
295,T,3692,4,8
339,T,4495,0,8
318,T,4085,4,8
313,T,4326,0,8
333,T,2558,4,8
334,T,3805,2,8
355,T,3239,6,8
335,T,4842,0,8
336,T,4934,0,8
334,T,4555,2,8
337,T,4474,0,8
336,T,2901,4,8
337,T,4873,0,8
338,T,4961,0,8
338,T,4413,0,8
340,T,2489,6,8
341,T,4863,0,8
356,T,2658,8,8
296,T,1461,6,8
324,T,979,6,8
339,T,3423,2,8
340,T,4623,0,8
357,T,4009,4,8
297,T,3944,2,8
341,T,4588,2,8
342,T,4762,0,8
319,T,335,8,8
343,T,4869,0,8
358,T,4226,2,8
298,T,4169,0,8
299,T,4969,0,8
320,T,4450,0,8
325,T,3263,4,8
321,T,4766,0,8
322,T,4697,0,8
359,T,4117,4,8
344,T,4001,2,8
342,T,1512,10,8
343,T,4711,0,8
345,T,4133,0,8
336,T,4365,0,8
323,T,3961,0,8
344,T,4401,2,8
324,T,4885,0,8
360,T,3822,2,8
346,T,4585,0,8
337,T,4674,0,8
325,T,4747,0,8
338,T,4826,0,8
361,T,4485,0,8
345,T,4364,0,8
347,T,4521,0,8
346,T,4411,0,8
326,T,1969,8,8
327,T,4328,0,8
326,T,2833,6,8
339,T,2824,0,8
340,T,4739,0,8
362,T,2007,6,8
341,T,4036,0,8
340,T,761,16,8
327,T,3200,2,8
348,T,1189,6,8
342,T,3829,4,8
349,T,4334,0,8
328,T,3995,2,8
350,T,4856,0,8
343,T,4595,0,8
301,T,2824,6,8
329,T,4799,0,8
302,T,4737,0,8
347,T,223,12,8
344,T,4351,0,8
303,T,4629,0,8
345,T,4979,0,8
346,T,4912,0,8
304,T,4641,0,8
305,T,4775,0,8
330,T,3721,2,8
351,T,3457,2,8
352,T,4888,0,8
306,T,4460,0,8
316,T,995,10,8
347,T,3710,2,8
331,T,4310,0,8
332,T,4625,0,8
348,T,4551,2,8
348,T,3082,6,8
353,T,3979,2,8
349,T,4892,0,8
349,T,4861,0,8
354,T,4742,0,8
333,T,4471,0,8
307,T,3567,2,8
355,T,4329,0,8
364,T,4553,2,8
334,T,4069,0,8
365,T,4642,0,8
335,T,4863,0,8
329,T,2675,8,8
330,T,4813,0,8
308,T,3766,2,8
350,T,3142,4,8
336,T,4342,0,8
317,T,2245,4,8
337,T,4900,0,8
338,T,4966,0,8
339,T,4954,0,8
351,T,4556,0,8
331,T,4220,0,8
332,T,4969,0,8
309,T,4331,0,8
310,T,4946,0,8
356,T,2950,4,8
366,T,3413,2,8
367,T,4952,0,8
318,T,4048,2,8
352,T,4242,0,8
333,T,4194,2,8
368,T,4668,0,8
353,T,4538,0,8
334,T,4648,0,8
340,T,3548,2,8
341,T,4994,0,8
311,T,3785,2,8
342,T,4886,0,8
312,T,4936,0,8
335,T,4665,0,8
319,T,3598,2,8
350,T,486,10,8
351,T,4887,0,8
357,T,3040,2,8
352,T,4656,0,8
342,T,1010,10,8
336,T,3608,4,8
354,T,3182,2,8
355,T,4552,0,8
343,T,2968,2,8
356,T,4798,0,8
353,T,3754,2,8
369,T,1947,8,8
344,T,4309,0,8
320,T,2886,4,8
358,T,3338,4,8
345,T,4940,0,8
354,T,4410,0,8
355,T,4961,0,8
321,T,4566,0,8
357,T,3372,4,8
322,T,4170,0,8
343,T,2178,8,8
337,T,2508,6,8
344,T,4979,0,8
323,T,4934,0,8
338,T,4928,0,8
324,T,4909,0,8
356,T,3722,4,8
339,T,4660,0,8
325,T,4716,0,8
340,T,4936,0,8
370,T,2923,6,8
371,T,4938,0,8
326,T,4436,0,8
346,T,2619,4,8
314,T,4794,2,8
341,T,4164,2,8
359,T,2308,8,8
358,T,3337,6,8
327,T,4279,0,8
360,T,4570,0,8
345,T,2911,8,8
328,T,4613,0,8
346,T,4972,0,8
359,T,4156,0,8
347,T,3665,2,8
360,T,4811,0,8
342,T,3679,4,8
361,T,4846,0,8
348,T,4793,0,8
349,T,4972,0,8
315,T,3011,4,8
350,T,4377,0,8
361,T,3415,6,8
362,T,4962,0,8
329,T,3593,2,8
330,T,4943,0,8
351,T,4733,0,8
362,T,4029,4,8
352,T,4948,0,8
363,T,4908,0,8
357,T,1311,10,8
358,T,4859,0,8
364,T,4548,0,8
353,T,4468,2,8
354,T,4841,0,8
355,T,4979,0,8
372,T,1245,12,8
347,T,2412,8,8
373,T,4712,0,8
374,T,4849,0,8
375,T,4986,0,8
348,T,4734,0,8
365,T,4168,0,8
349,T,4908,0,8
366,T,4719,0,8
376,T,4463,0,8
356,T,3864,0,8
350,T,4467,0,8
363,T,2769,4,8
351,T,4891,0,8
377,T,4616,0,8
331,T,2650,6,8
332,T,4967,0,8
333,T,4793,0,8
367,T,4091,0,8
357,T,4270,0,8
378,T,4492,0,8
368,T,4678,0,8
369,T,4950,0,8
359,T,2152,8,8
370,T,4623,0,8
371,T,4711,0,8
352,T,3425,6,8
379,T,3877,2,8
380,T,4921,0,8
343,T,56,14,8
381,T,4940,0,8
364,T,3086,6,8
334,T,3534,2,8
353,T,4664,0,8
344,T,4943,0,8
382,T,4958,0,8
383,T,4974,0,8
335,T,4905,0,8
384,T,4865,0,8
360,T,4079,2,8
336,T,4843,0,8
361,T,4925,0,8
345,T,4520,2,8
362,T,4621,0,8
363,T,4749,0,8
385,T,4044,2,8
386,T,4894,0,8
365,T,3424,4,8
358,T,1863,4,8
359,T,4900,0,8
387,T,4338,2,8
388,T,4847,0,8
366,T,4471,0,8
367,T,4960,0,8
368,T,4925,0,8
360,T,4478,0,8
389,T,4680,0,8
369,T,4750,0,8
390,T,4877,0,8
370,T,4908,0,8
391,T,4958,0,8
372,T,2024,6,8
371,T,4628,0,8
373,T,4660,0,8
364,T,2689,4,8
372,T,4536,0,8
354,T,1318,10,8
373,T,4515,0,8
355,T,4763,0,8
374,T,4953,0,8
356,T,4973,0,8
375,T,4962,0,8
357,T,4953,0,8
392,T,3313,2,8
361,T,3045,4,8
362,T,4969,0,8
365,T,3877,2,8
393,T,4866,0,8
394,T,4800,0,8
376,T,4328,2,8
358,T,4172,2,8
395,T,4538,0,8
396,T,4888,0,8
346,T,298,10,8
397,T,4907,0,8
363,T,4033,2,8
374,T,2567,6,8
375,T,4696,0,8
398,T,4400,2,8
366,T,3355,4,8
377,T,3603,2,8
367,T,4933,0,8
376,T,4531,0,8
318,T,4344,0,8
368,T,4391,0,8
377,T,4458,0,8
369,T,4882,0,8
319,T,4400,2,8
320,T,4985,0,8
370,T,4937,0,8
359,T,2919,6,8
360,T,4982,0,8
321,T,4870,0,8
378,T,4682,0,8
399,T,3732,2,8
379,T,4427,0,8
400,T,4368,2,8
364,T,2399,8,8
401,T,4806,0,8
322,T,3914,2,8
371,T,3649,2,8
365,T,4454,0,8
380,T,3928,2,8
378,T,2216,6,8
372,T,4372,0,8
381,T,4793,0,8
361,T,3040,6,8
382,T,4976,0,8
383,T,4964,0,8
323,T,3957,2,8
384,T,4634,0,8
362,T,4593,0,8
363,T,4973,0,8
364,T,4942,0,8
385,T,4880,0,8
365,T,4949,0,8
366,T,4994,0,8
379,T,4380,0,8
347,T,627,10,8
338,T,624,10,8
373,T,4212,0,8
380,T,4418,0,8
374,T,4501,0,8
381,T,4782,0,8
386,T,4097,0,8
375,T,4708,0,8
402,T,2454,8,8
403,T,4934,0,8
324,T,3454,4,8
376,T,4775,0,8
339,T,3884,2,8
325,T,4796,0,8
382,T,4365,0,8
387,T,4398,2,8
383,T,4813,0,8
384,T,4968,0,8
340,T,4637,0,8
341,T,4588,0,8
377,T,3986,2,8
378,T,4663,0,8
366,T,1468,10,8
385,T,4025,4,8
379,T,4906,0,8
367,T,4877,0,8
367,T,2029,8,8
368,T,4556,0,8
369,T,4830,0,8
342,T,3420,2,8
343,T,4583,0,8
368,T,3308,4,8
369,T,4860,0,8
344,T,4506,0,8
370,T,4951,0,8
370,T,3933,2,8
371,T,4875,0,8
371,T,4806,0,8
345,T,3950,2,8
346,T,4740,0,8
388,T,510,16,8
372,T,3627,2,8
326,T,64,0,8
347,T,4501,0,8
372,T,3231,4,8
389,T,4481,0,8
390,T,4915,0,8
373,T,4875,0,8
349,T,3526,4,8
348,T,4782,0,8
374,T,4940,0,8
373,T,4384,2,8
374,T,4852,0,8
350,T,4342,0,8
375,T,4661,0,8
375,T,4316,2,8
376,T,4706,0,8
376,T,4495,0,8
327,T,3459,4,8
387,T,4534,0,8
351,T,4141,2,8
349,T,3360,4,8
388,T,4702,0,8
377,T,4303,2,8
350,T,4674,0,8
377,T,3916,2,8
378,T,4802,0,8
389,T,4578,0,8
328,T,4031,2,8
352,T,4171,0,8
391,T,2544,4,8
390,T,4772,0,8
391,T,4701,0,8
353,T,4450,0,8
392,T,4522,0,8
329,T,4252,2,8
379,T,3976,4,8
392,T,4408,0,8
393,T,4457,0,8
380,T,4681,0,8
351,T,3476,2,8
352,T,4772,0,8
394,T,4685,0,8
393,T,4515,0,8
394,T,4942,0,8
378,T,3080,4,8
354,T,3876,2,8
353,T,4653,0,8
355,T,4953,0,8
379,T,4906,0,8
381,T,4361,0,8
395,T,4573,0,8
354,T,4864,0,8
396,T,4929,0,8
397,T,4926,0,8
356,T,4697,0,8
395,T,4479,2,8
398,T,4924,0,8
396,T,4860,0,8
382,T,4540,0,8
397,T,4934,0,8
355,T,4590,0,8
406,T,4894,2,8
383,T,4841,0,8
399,T,4652,0,8
357,T,4559,0,8
400,T,4631,0,8
358,T,4618,0,8
356,T,4417,0,8
401,T,4929,0,8
357,T,4962,0,8
359,T,4949,0,8
398,T,4086,0,8
358,T,4685,0,8
380,T,3490,2,8
384,T,4107,2,8
381,T,4935,0,8
360,T,4491,2,8
399,T,4548,0,8
359,T,4481,0,8
385,T,4549,0,8
382,T,4431,0,8
383,T,4939,0,8
400,T,4567,0,8
360,T,4593,0,8
361,T,4178,0,8
384,T,4621,0,8
401,T,4564,0,8
330,T,1009,10,8
331,T,4965,0,8
402,T,3164,6,8
361,T,4432,0,8
402,T,4640,0,8
407,T,2381,4,8
403,T,4591,2,8
404,T,4837,0,8
408,T,4627,0,8
362,T,4184,0,8
363,T,4963,0,8
405,T,4657,0,8
409,T,4581,0,8
410,T,4865,0,8
406,T,4617,0,8
407,T,4688,0,8
408,T,4854,0,8
364,T,4099,4,8
403,T,3228,6,8
409,T,4781,0,8
365,T,4699,0,8
404,T,4683,0,8
410,T,4589,0,8
366,T,4260,0,8
411,T,4548,0,8
412,T,4612,0,8
332,T,1670,6,8
362,T,1206,10,8
411,T,2688,6,8
367,T,4193,0,8
333,T,4594,0,8
334,T,4942,0,8
335,T,4942,0,8
413,T,4366,0,8
363,T,4442,0,8
336,T,4939,0,8
368,T,4704,0,8
414,T,4779,0,8
412,T,4281,0,8
385,T,486,16,8
364,T,4528,0,8
413,T,4429,0,8
369,T,4000,2,8
414,T,4766,0,8
365,T,4230,2,8
370,T,4545,2,8
371,T,4933,0,8
415,T,3430,4,8
372,T,4767,0,8
416,T,4790,0,8
417,T,4733,0,8
337,T,2760,4,8
418,T,4975,0,8
373,T,4460,0,8
419,T,4863,0,8
415,T,3656,2,8
386,T,2776,6,8
387,T,4970,0,8
388,T,4940,0,8
366,T,3555,6,8
374,T,4569,0,8
416,T,4615,0,8
375,T,4922,0,8
417,T,4703,0,8
376,T,4699,0,8
420,T,4122,4,8
387,T,1383,12,8
418,T,4268,0,8
419,T,4649,0,8
420,T,4553,0,8
421,T,4740,0,8
388,T,3645,6,8
389,T,4828,0,8
390,T,4859,0,8
338,T,1637,8,8
391,T,4784,0,8
339,T,4708,0,8
340,T,4948,0,8
367,T,1704,8,8
422,T,3848,4,8
406,T,2230,10,8
392,T,4504,2,8
407,T,4931,0,8
423,T,4783,0,8
408,T,4936,0,8
384,T,3864,4,8
341,T,4665,0,8
421,T,1959,10,8
422,T,4874,0,8
368,T,4341,2,8
409,T,4337,0,8
424,T,4332,0,8
369,T,4501,0,8
393,T,3804,2,8
425,T,4518,0,8
410,T,4439,0,8
423,T,3915,2,8
385,T,3688,2,8
411,T,4874,0,8
424,T,4817,0,8
426,T,4683,0,8
412,T,4773,0,8
427,T,4829,0,8
425,T,4592,0,8
342,T,3162,4,8
428,T,4577,0,8
413,T,4460,0,8
426,T,4551,0,8
343,T,4104,0,8
414,T,4321,0,8
429,T,4207,2,8
378,T,3971,2,8
344,T,4865,0,8
427,T,4308,0,8
386,T,3294,4,8
390,T,3172,2,8
430,T,4655,0,8
379,T,4672,0,8
415,T,4565,0,8
428,T,4722,0,8
429,T,4944,0,8
380,T,4871,0,8
345,T,4559,0,8
431,T,4854,0,8
394,T,2705,8,8
381,T,4893,0,8
346,T,4860,0,8
347,T,4926,0,8
432,T,4695,0,8
387,T,4372,0,8
391,T,4477,2,8
395,T,4602,0,8
392,T,4832,0,8
388,T,4734,0,8
416,T,4267,0,8
389,T,4926,0,8
382,T,4354,0,8
393,T,4757,0,8
430,T,4191,4,8
390,T,4652,0,8
394,T,4736,0,8
383,T,4562,0,8
384,T,4954,0,8
396,T,4045,2,8
391,T,4526,0,8
385,T,4736,0,8
392,T,4978,0,8
370,T,1012,10,8
371,T,4986,0,8
348,T,3277,4,8
372,T,4584,0,8
431,T,3820,4,8
349,T,4947,0,8
386,T,4349,0,8
397,T,4163,2,8
373,T,4699,0,8
417,T,3182,4,8
387,T,4574,0,8
388,T,4838,0,8
418,T,4661,0,8
395,T,3215,8,8
389,T,4859,0,8
390,T,4950,0,8
419,T,4740,0,8
432,T,3936,2,8
433,T,4936,0,8
420,T,4818,0,8
396,T,4329,2,8
374,T,3674,4,8
391,T,4340,0,8
434,T,4467,0,8
397,T,4712,0,8
398,T,4796,0,8
399,T,4976,0,8
435,T,4647,0,8
400,T,4936,0,8
436,T,4742,0,8
375,T,4182,2,8
421,T,3823,4,8
437,T,4826,0,8
438,T,4667,0,8
422,T,4469,0,8
398,T,2296,8,8
423,T,4705,0,8
439,T,4453,0,8
424,T,4909,0,8
440,T,4875,0,8
425,T,4686,0,8
426,T,4956,0,8
399,T,4217,0,8
441,T,4663,0,8
400,T,4929,0,8
442,T,4942,0,8
376,T,3460,6,8
377,T,4981,0,8
401,T,2915,8,8
401,T,4632,0,8
392,T,2324,6,8
378,T,4488,0,8
427,T,4067,0,8
434,T,3686,6,8
402,T,4486,0,8
402,T,4455,0,8
435,T,4853,0,8
393,T,4481,0,8
394,T,4935,0,8
436,T,4689,0,8
403,T,4546,0,8
403,T,4488,0,8
404,T,4842,0,8
405,T,4788,0,8
428,T,4068,2,8
429,T,4738,0,8
406,T,4665,0,8
395,T,3967,4,8
430,T,4871,0,8
431,T,4987,0,8
432,T,4989,0,8
379,T,3495,6,8
396,T,4831,0,8
404,T,4063,2,8
437,T,3900,2,8
438,T,4976,0,8
443,T,2554,10,8
351,T,3693,4,8
433,T,4638,0,8
380,T,4596,0,8
352,T,4883,0,8
407,T,4366,0,8
397,T,4533,2,8
405,T,4348,0,8
444,T,4485,0,8
353,T,4619,0,8
408,T,4564,2,8
354,T,4775,0,8
434,T,4119,2,8
445,T,4214,2,8
446,T,4915,0,8
439,T,3495,4,8
381,T,3622,4,8
394,T,1567,4,8
435,T,4201,2,8
382,T,4684,0,8
447,T,4549,0,8
406,T,3613,2,8
395,T,4655,0,8
383,T,4781,0,8
407,T,4637,0,8
448,T,4484,0,8
396,T,4592,0,8
398,T,2788,2,8
408,T,4774,0,8
409,T,3122,8,8
409,T,4800,0,8
397,T,4557,0,8
436,T,3829,4,8
449,T,4415,0,8
399,T,4394,0,8
440,T,3353,4,8
410,T,4567,0,8
400,T,4853,0,8
450,T,4686,0,8
411,T,4808,0,8
398,T,4527,0,8
399,T,4922,0,8
412,T,4852,0,8
401,T,4717,0,8
410,T,3991,4,8
451,T,4595,0,8
413,T,4708,0,8
411,T,4585,0,8
437,T,3818,6,8
438,T,4789,0,8
452,T,4332,0,8
441,T,3641,4,8
439,T,4776,0,8
440,T,4830,0,8
453,T,4638,0,8
442,T,4594,0,8
454,T,4797,0,8
441,T,4793,0,8
443,T,4829,0,8
455,T,4800,0,8
442,T,4585,0,8
456,T,4572,0,8
414,T,3153,4,8
443,T,4477,0,8
415,T,4603,0,8
444,T,4565,0,8
457,T,4184,0,8
412,T,2421,8,8
416,T,4381,2,8
356,T,4130,4,8
444,T,3389,6,8
445,T,4961,0,8
400,T,1710,10,8
458,T,4564,0,8
446,T,4895,0,8
445,T,4482,2,8
357,T,4799,0,8
459,T,4869,0,8
358,T,4793,0,8
359,T,4960,0,8
460,T,4761,0,8
413,T,4365,2,8
402,T,1335,8,8
360,T,4841,0,8
447,T,4540,0,8
446,T,4462,0,8
414,T,4783,0,8
401,T,4262,2,8
447,T,4742,0,8
361,T,4636,0,8
461,T,4490,2,8
