
episode,successRate,timeRemaining,seekCount,velocity,range
10,S,4999,0,25,2
7,S,3508,6,25,2
8,S,4999,0,25,2
13,S,4713,0,25,2
14,S,4999,0,25,2
19,S,4732,0,25,2
20,S,4999,0,25,2
15,S,4788,0,25,2
16,S,4999,0,25,2
21,S,4883,0,25,2
22,S,4999,0,25,2
11,S,4581,2,25,2
12,S,4999,0,25,2
7,S,3581,1,25,2
8,S,4999,0,25,2
9,S,4233,3,25,2
10,S,4999,0,25,2
23,S,4476,0,25,2
24,S,4999,0,25,2
11,S,3177,5,25,2
12,S,4999,0,25,2
13,S,3522,0,25,2
14,S,4999,0,25,2
9,S,4684,2,25,2
10,S,4999,0,25,2
25,S,4827,2,25,2
26,S,4999,0,25,2
17,S,4280,0,25,2
18,S,4999,0,25,2
9,S,3702,7,25,2
10,S,4999,0,25,2
13,S,4207,2,25,2
14,S,4999,0,25,2
11,S,4746,2,25,2
12,S,4999,0,25,2
15,S,4739,4,25,2
16,S,4999,0,25,2
13,S,1853,17,25,2
14,S,4999,0,25,2
13,S,4719,1,25,2
14,S,4999,0,25,2
19,S,4371,0,25,2
20,S,4999,0,25,2
17,S,4726,0,25,2
18,S,4999,0,25,2
11,S,4036,7,25,2
12,S,4999,0,25,2
27,S,4251,0,25,2
28,S,4999,0,25,2
13,S,3960,10,25,2
14,S,4999,0,25,2
15,S,4592,12,25,2
16,S,4999,0,25,2
11,S,4049,5,25,2
12,S,4999,0,25,2
13,S,4565,2,25,2
14,S,4999,0,25,2
15,S,3585,7,25,2
16,S,4999,0,25,2
29,S,4261,7,25,2
30,S,4999,0,25,2
17,S,4742,1,25,2
18,S,4999,0,25,2
19,S,4083,14,25,2
20,S,4999,0,25,2
31,S,4652,2,25,2
32,S,4999,0,25,2
13,S,4161,5,25,2
14,S,4999,0,25,2
15,S,4171,5,25,2
16,S,4999,0,25,2
21,S,3522,14,25,2
22,S,4999,0,25,2
23,S,4967,0,25,2
24,S,4999,0,25,2
33,S,4661,7,25,2
34,S,4999,0,25,2
19,S,4303,5,25,2
20,S,4999,0,25,2
15,S,4262,2,25,2
16,S,4999,0,25,2
15,S,3241,13,25,2
16,S,4999,0,25,2
35,S,4106,12,25,2
36,S,4999,0,25,2
17,S,3830,11,25,2
18,S,4999,0,25,2
21,S,4113,12,25,2
22,S,4999,0,25,2
15,S,2253,1,25,2
16,S,4999,0,25,2
25,S,3546,42,25,2
26,S,4999,0,25,2
21,S,2905,30,25,2
22,S,4999,0,25,2
17,S,3786,9,25,2
18,S,4999,0,25,2
37,S,3992,12,25,2
38,S,4999,0,25,2
23,S,4533,11,25,2
24,S,4999,0,25,2
23,S,3904,20,25,2
24,S,4999,0,25,2
17,S,3330,42,25,2
18,S,4999,0,25,2
17,S,987,66,25,2
18,S,4999,0,25,2
17,S,2710,25,25,2
18,S,4999,0,25,2
19,S,2506,72,32,2.699999
20,S,4999,0,32,2.699999
39,S,3307,44,25,2
40,S,4999,0,25,2
19,S,2801,58,25,2
20,S,4999,0,25,2
25,S,3126,51,44,3.899998
26,S,4999,0,44,3.899998
41,S,4682,11,33,2.799999
42,S,4999,0,33,2.799999
19,S,3612,44,57,5.199997
20,S,4999,0,57,5.199997
27,S,4671,0,44,3.899998
28,S,4999,0,44,3.899998
29,S,4964,0,44,3.899998
30,S,4999,0,44,3.899998
21,S,3823,27,59,5.399997
22,S,4999,0,59,5.399997
21,S,4035,33,45,3.999998
22,S,4999,0,45,3.999998
23,S,4977,0,45,3.999998
24,S,4999,0,45,3.999998
23,S,4671,2,61,5.599997
24,S,4999,0,61,5.599997
19,S,2031,65,61,5.599997
20,S,4999,0,61,5.599997
25,S,4595,6,51,4.599998
26,S,4999,0,51,4.599998
25,S,4704,0,61,5.599997
26,S,4999,0,61,5.599997
21,S,3464,9,66,6.099996
22,S,4999,0,66,6.099996
25,S,1255,95,68,6.299996
26,S,4999,0,68,6.299996
27,S,4937,0,68,6.299996
28,S,4999,0,68,6.299996
29,S,4518,5,73,6.799995
30,S,4999,0,73,6.799995
23,S,4235,9,75,6.999995
24,S,4999,0,75,6.999995
27,S,3739,12,73,6.799995
28,S,4999,0,73,6.799995
43,S,2346,40,73,6.799995
44,S,4999,0,73,6.799995
29,S,4901,1,74,6.899995
30,S,4999,0,74,6.899995
28,S,4731,2,79,7.399995
29,S,4999,0,79,7.399995
45,S,4839,0,73,6.799995
46,S,4999,0,73,6.799995
30,S,4897,0,79,7.399995
31,S,4999,0,79,7.399995
25,S,4627,2,77,7.199995
26,S,4999,0,77,7.199995
27,S,3274,27,78,7.299995
28,S,4999,0,78,7.299995
27,S,4860,2,79,7.399995
28,S,4999,0,79,7.399995
21,S,3145,19,80,7.499995
22,S,4999,0,80,7.499995
32,S,4830,0,79,7.399995
33,S,4999,0,79,7.399995
19,S,1326,94,68,6.299996
20,S,4999,0,68,6.299996
23,S,4868,0,80,7.499995
24,S,4999,0,80,7.499995
29,S,4824,1,80,7.499995
30,S,4999,0,80,7.499995
25,S,4886,0,80,7.499995
26,S,4999,0,80,7.499995
34,S,4627,2,81,7.599995
35,S,4999,0,81,7.599995
27,S,4822,2,82,7.699995
28,S,4999,0,82,7.699995
36,S,4938,0,81,7.599995
37,S,4999,0,81,7.599995
29,S,4501,3,81,7.599995
30,S,4999,0,81,7.599995
31,S,4510,3,83,7.799994
32,S,4999,0,83,7.799994
38,S,4668,6,87,8.199995
39,S,4999,0,87,8.199995
33,S,4823,4,87,8.199995
34,S,4999,0,87,8.199995
31,S,3711,13,87,8.199995
32,S,4999,0,87,8.199995
31,S,4448,5,86,8.099995
32,S,4999,0,86,8.099995
35,S,4772,2,89,8.399996
36,S,4999,0,89,8.399996
33,S,4850,0,87,8.199995
34,S,4999,0,87,8.199995
33,S,4879,1,87,8.199995
34,S,4999,0,87,8.199995
37,S,4899,1,90,8.499996
38,S,4999,0,90,8.499996
40,S,4550,4,91,8.599997
41,S,4999,0,91,8.599997
29,S,4140,12,94,8.899998
30,S,4999,0,94,8.899998
31,S,891,51,95,8.999998
32,S,4999,0,95,8.999998
42,S,4758,0,91,8.599997
43,S,4999,0,91,8.599997
39,S,4667,4,94,8.899998
40,S,4999,0,94,8.899998
31,S,4724,4,98,9.299999
32,S,4999,0,98,9.299999
41,S,4921,0,94,8.899998
42,S,4999,0,94,8.899998
44,S,4818,1,92,8.699997
45,S,4999,0,92,8.699997
35,S,4390,3,90,8.499996
36,S,4999,0,90,8.499996
37,S,4928,0,90,8.499996
38,S,4999,0,90,8.499996
31,S,2601,26,99,9.4
32,S,4999,0,99,9.4
33,S,4852,0,99,9.4
34,S,4999,0,99,9.4
46,S,4588,1,93,8.799997
47,S,4999,0,93,8.799997
33,S,4402,3,101,9.6
34,S,4999,0,101,9.6
47,S,2392,25,98,9.299999
48,S,4999,0,98,9.299999
35,S,4699,2,103,9.800001
36,S,4999,0,103,9.800001
35,S,4055,6,105,10
36,S,4999,0,105,10
35,S,3105,22,109,10.4
36,S,4999,0,109,10.4
49,S,4279,8,106,10.1
50,S,4999,0,106,10.1
37,S,4737,2,107,10.2
38,S,4999,0,107,10.2
39,S,3624,13,103,9.800001
40,S,4999,0,103,9.800001
37,S,4681,1,110,10.5
38,S,4999,0,110,10.5
37,S,3900,8,111,10.6
38,S,4999,0,111,10.6
48,S,3352,17,110,10.5
49,S,4999,0,110,10.5
39,S,4110,6,113,10.8
40,S,4999,0,113,10.8
39,S,4319,4,114,10.90001
40,S,4999,0,114,10.90001
43,S,2423,24,118,11.30001
44,S,4999,0,118,11.30001
41,S,3940,6,109,10.4
42,S,4999,0,109,10.4
43,S,4979,0,109,10.4
44,S,4999,0,109,10.4
45,S,4849,0,109,10.4
46,S,4999,0,109,10.4
21,S,639,49,117,11.20001
22,S,4999,0,117,11.20001
41,S,4597,2,115,11.00001
42,S,4999,0,115,11.00001
41,S,4625,4,118,11.30001
42,S,4999,0,118,11.30001
45,S,4686,1,119,11.40001
50,S,4238,3,113,10.8
46,S,4999,0,119,11.40001
51,S,4999,0,113,10.8
23,S,4870,1,118,11.30001
24,S,4999,0,118,11.30001
39,S,3908,9,120,11.50001
40,S,4999,0,120,11.50001
25,S,4795,1,119,11.40001
26,S,4999,0,119,11.40001
43,S,4607,2,120,11.50001
44,S,4999,0,120,11.50001
33,S,1538,31,126,12.10001
34,S,4999,0,126,12.10001
27,S,4849,2,121,11.60001
28,S,4999,0,121,11.60001
43,S,4528,4,119,11.40001
44,S,4999,0,119,11.40001
47,S,4381,3,112,10.7
48,S,4999,0,112,10.7
35,S,4668,2,128,12.30001
36,S,4999,0,128,12.30001
45,S,4669,3,122,11.70001
46,S,4999,0,122,11.70001
47,S,4982,0,122,11.70001
48,S,4999,0,122,11.70001
29,S,4620,1,122,11.70001
30,S,4999,0,122,11.70001
49,S,4451,4,116,11.10001
50,S,4999,0,116,11.10001
47,S,3838,6,125,12.00001
48,S,4999,0,125,12.00001
41,S,4012,7,127,12.20001
42,S,4999,0,127,12.20001
49,S,4281,6,128,12.30001
50,S,4999,0,128,12.30001
51,S,4514,4,120,11.50001
52,S,4999,0,120,11.50001
51,S,1927,26,132,12.70001
52,S,4999,0,132,12.70001
45,S,3626,7,127,12.20001
46,S,4999,0,127,12.20001
43,S,4411,3,130,12.50001
44,S,4999,0,130,12.50001
45,S,4896,0,130,12.50001
46,S,4999,0,130,12.50001
52,S,3101,19,132,12.70001
53,S,4999,0,132,12.70001
37,S,3603,10,138,13.30001
38,S,4999,0,138,13.30001
39,S,4931,0,138,13.30001
40,S,4999,0,138,13.30001
54,S,4739,2,134,12.90001
55,S,4999,0,134,12.90001
31,S,3553,10,132,12.70001
32,S,4999,0,132,12.70001
49,S,3815,7,132,12.70001
50,S,4999,0,132,12.70001
53,S,3970,8,140,13.50002
54,S,4999,0,140,13.50002
51,S,3647,8,136,13.10001
52,S,4999,0,136,13.10001
33,S,4355,6,138,13.30001
34,S,4999,0,138,13.30001
35,S,4937,0,138,13.30001
36,S,4999,0,138,13.30001
41,S,3958,8,146,14.10002
42,S,4999,0,146,14.10002
53,S,4372,4,140,13.50002
54,S,4999,0,140,13.50002
47,S,3328,13,143,13.80002
48,S,4999,0,143,13.80002
53,S,2941,12,132,12.70001
54,S,4999,0,132,12.70001
37,S,4309,4,142,13.70002
38,S,4999,0,142,13.70002
51,S,3640,11,143,13.80002
52,S,4999,0,143,13.80002
43,S,4457,2,148,14.30002
44,S,4999,0,148,14.30002
47,S,2894,16,143,13.80002
48,S,4999,0,143,13.80002
55,S,4769,1,133,12.80001
56,S,4999,0,133,12.80001
45,S,4875,0,148,14.30002
46,S,4999,0,148,14.30002
39,S,4690,2,144,13.90002
40,S,4999,0,144,13.90002
53,S,4748,1,144,13.90002
54,S,4999,0,144,13.90002
47,S,4856,0,148,14.30002
48,S,4999,0,148,14.30002
49,S,4680,1,144,13.90002
50,S,4999,0,144,13.90002
55,S,4232,7,147,14.20002
56,S,4999,0,147,14.20002
49,S,4765,0,148,14.30002
50,S,4999,0,148,14.30002
57,S,4599,1,134,12.90001
58,S,4999,0,134,12.90001
49,S,4202,4,147,14.20002
50,S,4999,0,147,14.20002
51,S,4875,0,148,14.30002
52,S,4999,0,148,14.30002
59,S,4836,0,134,12.90001
60,S,4999,0,134,12.90001
56,S,2746,19,153,14.80002
57,S,4999,0,153,14.80002
41,S,4361,6,150,14.50002
42,S,4999,0,150,14.50002
51,S,4440,1,145,14.00002
52,S,4999,0,145,14.00002
55,S,2888,14,154,14.90002
56,S,4999,0,154,14.90002
57,S,4396,5,152,14.70002
58,S,4999,0,152,14.70002
59,S,4975,0,152,14.70002
60,S,4999,0,152,14.70002
51,S,4407,2,149,14.40002
52,S,4999,0,149,14.40002
61,S,4429,0,134,12.90001
62,S,4999,0,134,12.90001
43,S,4585,2,152,14.70002
44,S,4999,0,152,14.70002
53,S,4325,4,152,14.70002
54,S,4999,0,152,14.70002
53,S,4684,1,150,14.50002
54,S,4999,0,150,14.50002
57,S,4584,2,156,15.10002
58,S,4999,0,156,15.10002
53,S,4403,3,148,14.30002
54,S,4999,0,148,14.30002
55,S,3550,8,152,14.70002
56,S,4999,0,152,14.70002
55,S,4667,2,150,14.50002
56,S,4999,0,150,14.50002
45,S,4217,2,154,14.90002
46,S,4999,0,154,14.90002
61,S,3973,8,160,15.50002
62,S,4999,0,160,15.50002
57,S,4610,2,152,14.70002
58,S,4999,0,152,14.70002
59,S,4001,8,164,15.90002
60,S,4999,0,164,15.90002
59,S,4674,3,155,15.00002
60,S,4999,0,155,15.00002
61,S,4878,0,164,15.90002
62,S,4999,0,164,15.90002
63,S,3526,9,143,13.80002
64,S,4999,0,143,13.80002
63,S,4438,2,162,15.70002
64,S,4999,0,162,15.70002
57,S,3879,10,162,15.70002
58,S,4999,0,162,15.70002
58,S,2824,12,165,16.00002
59,S,4999,0,165,16.00002
65,S,4847,0,143,13.80002
66,S,4999,0,143,13.80002
55,S,3620,11,161,15.60002
56,S,4999,0,161,15.60002
65,S,4761,0,162,15.70002
66,S,4999,0,162,15.70002
67,S,4887,0,143,13.80002
68,S,4999,0,143,13.80002
57,S,4874,0,161,15.60002
58,S,4999,0,161,15.60002
55,S,3186,13,165,16.00002
56,S,4999,0,165,16.00002
63,S,4475,3,167,16.20003
64,S,4999,0,167,16.20003
67,S,4784,1,163,15.80002
68,S,4999,0,163,15.80002
61,S,4385,3,158,15.30002
62,S,4999,0,158,15.30002
63,S,4995,0,158,15.30002
64,S,4999,0,158,15.30002
47,S,3720,13,167,16.20003
48,S,4999,0,167,16.20003
65,S,4902,0,158,15.30002
66,S,4999,0,158,15.30002
69,S,4794,0,163,15.80002
70,S,4999,0,163,15.80002
69,S,4481,4,147,14.20002
70,S,4999,0,147,14.20002
49,S,4787,0,167,16.20003
50,S,4999,0,167,16.20003
57,S,4583,2,167,16.20003
58,S,4999,0,167,16.20003
71,S,4760,1,164,15.90002
72,S,4999,0,164,15.90002
71,S,4857,0,147,14.20002
72,S,4999,0,147,14.20002
59,S,4814,0,167,16.20003
60,S,4999,0,167,16.20003
59,S,4275,5,166,16.10003
60,S,4999,0,166,16.10003
51,S,4771,0,167,16.20003
52,S,4999,0,167,16.20003
73,S,4814,1,148,14.30002
74,S,4999,0,148,14.30002
67,S,4409,4,162,15.70002
68,S,4999,0,162,15.70002
61,S,4776,1,168,16.30003
62,S,4999,0,168,16.30003
59,S,3583,7,169,16.40003
60,S,4999,0,169,16.40003
69,S,4463,2,164,15.90002
70,S,4999,0,164,15.90002
75,S,4337,4,152,14.70002
76,S,4999,0,152,14.70002
61,S,4704,2,171,16.60003
62,S,4999,0,171,16.60003
53,S,4120,5,172,16.70003
54,S,4999,0,172,16.70003
55,S,4971,0,172,16.70003
56,S,4999,0,172,16.70003
61,S,3960,7,173,16.80003
62,S,4999,0,173,16.80003
63,S,4840,0,173,16.80003
64,S,4999,0,173,16.80003
63,S,4546,3,174,16.90003
64,S,4999,0,174,16.90003
65,S,3101,12,179,17.40003
66,S,4999,0,179,17.40003
71,S,4274,4,168,16.30003
72,S,4999,0,168,16.30003
65,S,4691,2,175,17.00003
66,S,4999,0,175,17.00003
73,S,3358,12,176,17.10003
74,S,4999,0,176,17.10003
60,S,2308,19,184,17.90003
61,S,4999,0,184,17.90003
65,S,4347,4,178,17.30003
66,S,4999,0,178,17.30003
73,S,4556,5,173,16.80003
74,S,4999,0,173,16.80003
67,S,4426,1,180,17.50003
68,S,4999,0,180,17.50003
77,S,3737,8,160,15.50002
78,S,4999,0,160,15.50002
75,S,4496,2,178,17.30003
76,S,4999,0,178,17.30003
57,S,3854,9,181,17.60003
58,S,4999,0,181,17.60003
63,S,3115,13,181,17.60003
64,S,4999,0,181,17.60003
67,S,4363,4,179,17.40003
68,S,4999,0,179,17.40003
75,S,4713,1,174,16.90003
76,S,4999,0,174,16.90003
65,S,4860,1,182,17.70003
66,S,4999,0,182,17.70003
62,S,4564,2,186,18.10003
63,S,4999,0,186,18.10003
79,S,4757,0,160,15.50002
80,S,4999,0,160,15.50002
69,S,4562,2,182,17.70003
70,S,4999,0,182,17.70003
81,S,4825,1,161,15.60002
82,S,4999,0,161,15.60002
67,S,4684,2,184,17.90003
68,S,4999,0,184,17.90003
69,S,4517,4,183,17.80003
70,S,4999,0,183,17.80003
71,S,4891,0,183,17.80003
72,S,4999,0,183,17.80003
69,S,4801,0,184,17.90003
70,S,4999,0,184,17.90003
71,S,4963,0,184,17.90003
72,S,4999,0,184,17.90003
77,S,4225,4,182,17.70003
78,S,4999,0,182,17.70003
67,S,3985,7,185,18.00003
68,S,4999,0,185,18.00003
73,S,4786,0,183,17.80003
74,S,4999,0,183,17.80003
71,S,4231,4,186,18.10003
72,S,4999,0,186,18.10003
75,S,4733,0,183,17.80003
76,S,4999,0,183,17.80003
77,S,3919,8,182,17.70003
78,S,4999,0,182,17.70003
79,S,4514,4,186,18.10003
80,S,4999,0,186,18.10003
64,S,3925,6,192,18.70004
65,S,4999,0,192,18.70004
79,S,4932,1,183,17.80003
80,S,4999,0,183,17.80003
73,S,4445,3,187,18.20003
74,S,4999,0,187,18.20003
83,S,4021,6,167,16.20003
84,S,4999,0,167,16.20003
59,S,3646,5,186,18.10003
60,S,4999,0,186,18.10003
61,S,4959,0,186,18.10003
62,S,4999,0,186,18.10003
69,S,4371,3,188,18.30003
70,S,4999,0,188,18.30003
73,S,4581,3,189,18.40003
74,S,4999,0,189,18.40003
75,S,4762,1,188,18.30003
76,S,4999,0,188,18.30003
81,S,4666,5,188,18.30003
82,S,4999,0,188,18.30003
83,S,4958,0,188,18.30003
84,S,4999,0,188,18.30003
77,S,4447,2,185,18.00003
78,S,4999,0,185,18.00003
85,S,4815,0,188,18.30003
86,S,4999,0,188,18.30003
63,S,4545,2,188,18.30003
64,S,4999,0,188,18.30003
66,S,4280,3,195,19.00004
67,S,4999,0,195,19.00004
79,S,4739,0,185,18.00003
80,S,4999,0,185,18.00003
85,S,4338,5,172,16.70003
86,S,4999,0,172,16.70003
81,S,4176,3,189,18.40003
82,S,4999,0,189,18.40003
68,S,4872,1,196,19.10004
69,S,4999,0,196,19.10004
77,S,4335,3,191,18.60003
78,S,4999,0,191,18.60003
71,S,4221,7,195,19.00004
72,S,4999,0,195,19.00004
87,S,4691,2,174,16.90003
88,S,4999,0,174,16.90003
65,S,4524,2,190,18.50003
66,S,4999,0,190,18.50003
87,S,4321,5,193,18.80004
88,S,4999,0,193,18.80004
79,S,4643,2,193,18.80004
80,S,4999,0,193,18.80004
75,S,3854,7,196,19.10004
76,S,4999,0,196,19.10004
81,S,4232,3,188,18.30003
82,S,4999,0,188,18.30003
89,S,4766,1,194,18.90004
90,S,4999,0,194,18.90004
67,S,4562,2,192,18.70004
68,S,4999,0,192,18.70004
89,S,4478,2,176,17.10003
90,S,4999,0,176,17.10003
83,S,4835,0,188,18.30003
84,S,4999,0,188,18.30003
83,S,4008,5,194,18.90004
84,S,4999,0,194,18.90004
81,S,4358,2,195,19.00004
82,S,4999,0,195,19.00004
91,S,4515,2,196,19.10004
92,S,4999,0,196,19.10004
83,S,4927,1,196,19.10004
84,S,4999,0,196,19.10004
85,S,4559,0,194,18.90004
86,S,4999,0,194,18.90004
70,S,3537,9,205,20.00004
71,S,4999,0,205,20.00004
72,S,4980,0,205,20.00004
73,S,4999,0,205,20.00004
93,S,4643,1,197,19.20004
94,S,4999,0,197,19.20004
95,S,4724,2,199,19.40004
96,S,4999,0,199,19.40004
74,S,4685,3,208,20.00004
75,S,4999,0,208,20.00004
77,S,3692,7,203,19.80004
78,S,4999,0,203,19.80004
73,S,3284,9,204,19.90004
74,S,4999,0,204,19.90004
85,S,3937,7,195,19.00004
86,S,4999,0,195,19.00004
97,S,4867,0,199,19.40004
98,S,4999,0,199,19.40004
87,S,4909,0,195,19.00004
88,S,4999,0,195,19.00004
79,S,4600,3,206,20.00004
80,S,4999,0,206,20.00004
99,S,4614,0,199,19.40004
100,S,4999,0,199,19.40004
91,S,3451,9,185,18.00003
92,S,4999,0,185,18.00003
69,S,3358,11,203,19.80004
70,S,4999,0,203,19.80004
87,S,4051,7,201,19.60004
88,S,4999,0,201,19.60004
101,S,4887,0,199,19.40004
102,S,4999,0,199,19.40004
76,S,4124,5,213,20.00004
77,S,4999,0,213,20.00004
89,S,4220,3,198,19.30004
90,S,4999,0,198,19.30004
103,S,4449,2,201,19.60004
104,S,4999,0,201,19.60004
81,S,4139,7,213,20.00004
82,S,4999,0,213,20.00004
85,S,3071,10,206,20.00004
86,S,4999,0,206,20.00004
78,S,4561,1,214,20.00004
79,S,4999,0,214,20.00004
89,S,4183,6,207,20.00004
90,S,4999,0,207,20.00004
83,S,4850,1,214,20.00004
84,S,4999,0,214,20.00004
91,S,4427,3,201,19.60004
92,S,4999,0,201,19.60004
93,S,3899,7,192,18.70004
94,S,4999,0,192,18.70004
71,S,3812,4,207,20.00004
72,S,4999,0,207,20.00004
105,S,4446,2,203,19.80004
106,S,4999,0,203,19.80004
85,S,4688,2,216,20.00004
86,S,4999,0,216,20.00004
75,S,3132,11,215,20.00004
76,S,4999,0,215,20.00004
80,S,4302,6,220,20.00004
81,S,4999,0,220,20.00004
77,S,4888,0,215,20.00004
78,S,4999,0,215,20.00004
91,S,4288,5,212,20.00004
92,S,4999,0,212,20.00004
107,S,4560,1,204,19.90004
108,S,4999,0,204,19.90004
87,S,4540,1,217,20.00004
88,S,4999,0,217,20.00004
82,S,4787,1,221,20.00004
83,S,4999,0,221,20.00004
79,S,4769,1,216,20.00004
80,S,4999,0,216,20.00004
93,S,4705,0,212,20.00004
94,S,4999,0,212,20.00004
93,S,3994,8,209,20.00004
94,S,4999,0,209,20.00004
73,S,4067,6,213,20.00004
74,S,4999,0,213,20.00004
87,S,3573,6,212,20.00004
88,S,4999,0,212,20.00004
95,S,4716,2,211,20.00004
96,S,4999,0,211,20.00004
89,S,4265,4,221,20.00004
90,S,4999,0,221,20.00004
109,S,4205,4,208,20.00004
110,S,4999,0,208,20.00004
95,S,3621,10,202,19.70004
96,S,4999,0,202,19.70004
89,S,4716,1,213,20.00004
90,S,4999,0,213,20.00004
75,S,4611,3,216,20.00004
76,S,4999,0,216,20.00004
97,S,4936,0,202,19.70004
98,S,4999,0,202,19.70004
111,S,4893,0,208,20.00004
112,S,4999,0,208,20.00004
97,S,4702,2,213,20.00004
98,S,4999,1,214,20.00004
91,S,4794,0,213,20.00004
92,S,4999,0,213,20.00004
81,S,4006,6,222,20.00004
82,S,4999,0,222,20.00004
91,S,4675,3,224,20.00004
92,S,4999,0,224,20.00004
83,S,4854,3,225,20.00004
84,S,4999,0,225,20.00004
95,S,3924,7,219,20.00004
96,S,4999,0,219,20.00004
99,S,4568,2,216,20.00004
100,S,4999,0,216,20.00004
93,S,4717,1,225,20.00004
94,S,4999,0,225,20.00004
85,S,4819,1,226,20.00004
86,S,4999,0,226,20.00004
93,S,4577,3,216,20.00004
94,S,4999,0,216,20.00004
95,S,4919,1,226,20.00004
96,S,4999,0,226,20.00004
101,S,4836,1,217,20.00004
102,S,4999,0,217,20.00004
77,S,4318,4,220,20.00004
78,S,4999,0,220,20.00004
97,S,4649,0,219,20.00004
98,S,4999,0,219,20.00004
99,S,4240,4,206,20.00004
100,S,4999,0,206,20.00004
87,S,4689,0,226,20.00004
88,S,4999,0,226,20.00004
99,S,4837,1,220,20.00004
100,S,4999,0,220,20.00004
103,S,4731,1,218,20.00004
104,S,4999,0,218,20.00004
113,S,3916,8,216,20.00004
114,S,4999,0,216,20.00004
97,S,4467,4,230,20.00004
98,S,4999,0,230,20.00004
89,S,4722,1,227,20.00004
90,S,4999,0,227,20.00004
115,S,4929,0,216,20.00004
116,S,4999,0,216,20.00004
99,S,4952,0,230,20.00004
100,S,4999,0,230,20.00004
105,S,4746,0,218,20.00004
106,S,4999,0,218,20.00004
84,S,2931,12,233,20.00004
85,S,4999,0,233,20.00004
79,S,4379,1,221,20.00004
80,S,4999,0,221,20.00004
95,S,4280,4,220,20.00004
96,S,4999,0,220,20.00004
86,S,4842,1,234,20.00004
87,S,4999,0,234,20.00004
88,S,4906,0,234,20.00004
89,S,4999,0,234,20.00004
91,S,4627,1,228,20.00004
92,S,4999,0,228,20.00004
97,S,4793,1,221,20.00004
98,S,4999,0,221,20.00004
101,S,4372,4,224,20.00004
102,S,4999,0,224,20.00004
81,S,4718,2,223,20.00004
82,S,4999,0,223,20.00004
117,S,4527,1,217,20.00004
118,S,4999,0,217,20.00004
107,S,4537,2,220,20.00004
108,S,4999,0,220,20.00004
90,S,4799,1,235,20.00004
91,S,4999,0,235,20.00004
101,S,4440,3,233,20.00004
102,S,4999,0,233,20.00004
